,Transaction Amount,MCC,Customer Age,Year,Month,Day,Hour,Minute,Transaction Type_Credit,Transaction Type_Debit,Transaction Type_Online Transfer,Fraudulent
2698,976.04,5999,20.0,2023,4,9,2,42,0,1,0,0.0
2699,459.14,5411,79.0,2023,6,11,16,11,0,1,0,0.0
2700,21176.0,5912,31.0,2023,1,10,12,0,0,0,1,0.0
2701,314.91,5411,69.0,2023,7,21,13,16,1,0,0,0.0
2702,863.91,5411,33.0,2023,10,31,9,55,0,1,0,0.0
2703,595.04,5411,63.0,2024,12,1,14,34,0,1,0,0.0
2704,66550.0,5912,45.0,2023,1,7,22,32,1,0,0,0.0
2705,592.31,5912,48.0,2023,5,31,0,14,0,1,0,0.0
2706,995.85,5411,45.0,2024,4,5,5,54,1,0,0,0.0
2707,528.58,5812,72.0,2023,5,24,2,25,0,1,0,0.0
2708,86.11,5999,61.0,2023,6,22,15,26,0,1,0,0.0
2709,239.92,5912,77.0,2023,7,18,3,30,0,1,0,0.0
2710,935.24,5912,18.0,2023,11,30,5,59,0,0,1,0.0
2711,690.41,5411,73.0,2024,1,4,6,58,1,0,0,0.0
2712,34499.0,5999,33.0,2024,8,3,10,54,1,0,0,0.0
2713,428.59,5999,38.0,2023,11,11,23,52,1,0,0,0.0
2714,551.28,5999,75.0,2023,9,19,14,23,0,0,1,0.0
2715,436.28,5814,27.0,2023,8,19,18,21,0,0,1,0.0
2716,125.07,5814,28.0,2023,9,16,7,5,0,0,1,0.0
2717,607.44,5999,60.0,2024,10,2,1,8,1,0,0,0.0
2718,353.27,5411,80.0,2023,8,14,7,1,0,1,0,0.0
2719,933.35,5812,69.0,2024,4,27,21,49,1,0,0,0.0
2720,93463.0,5814,33.0,2023,5,21,0,10,1,0,0,0.0
2721,486.53,5812,66.0,2024,5,16,12,27,1,0,0,0.0
2722,646.87,5912,67.0,2023,5,7,8,40,1,0,0,0.0
2723,15.88,5814,50.0,2024,9,2,20,57,0,0,1,0.0
2724,884.89,5814,65.0,2024,3,20,14,48,0,0,1,0.0
2725,27.74,5912,56.0,2023,11,23,22,14,1,0,0,0.0
2726,368.9,5814,50.0,2024,1,29,22,54,0,1,0,0.0
2727,284.59,5411,26.0,2024,9,4,4,43,0,0,1,0.0
2728,83628.0,5814,77.0,2023,7,22,7,57,1,0,0,0.0
2729,198.28,5999,39.0,2024,4,27,4,38,0,0,1,0.0
2730,154.88,5814,55.0,2024,1,24,2,21,1,0,0,0.0
2731,776.75,5912,46.0,2023,7,24,10,42,0,0,1,0.0
2732,376.23,5411,68.0,2024,7,5,13,8,0,1,0,0.0
2733,948.49,5812,35.0,2024,12,3,15,5,1,0,0,0.0
2734,56.83,5814,79.0,2023,7,10,18,40,1,0,0,0.0
2735,790.52,5814,40.0,2023,11,8,20,2,1,0,0,0.0
2736,92058.0,5411,36.0,2023,6,14,7,23,0,1,0,0.0
2737,371.19,5814,61.0,2023,8,10,8,57,0,0,1,0.0
2738,37.01,5999,79.0,2023,11,26,22,12,0,0,1,0.0
2739,979.54,5411,41.0,2024,8,4,18,3,0,0,1,0.0
2740,45196.0,5814,71.0,2023,7,27,19,37,0,1,0,0.0
2741,406.49,5411,20.0,2023,6,18,21,22,0,0,1,0.0
2742,707.91,5999,45.0,2023,9,27,11,28,1,0,0,0.0
2743,404.78,5814,74.0,2024,2,26,7,52,0,0,1,0.0
2744,96626.0,5411,34.0,2023,7,10,13,14,0,0,1,0.0
2745,664.09,5814,77.0,2024,12,5,4,19,1,0,0,0.0
2746,330.95,5912,43.0,2024,12,2,1,57,0,0,1,0.0
2747,615.43,5411,78.0,2023,2,9,8,1,0,0,1,0.0
2748,391.08,5999,22.0,2024,2,2,18,19,0,0,1,0.0
2749,839.94,5999,68.0,2023,12,25,8,38,0,1,0,0.0
2750,267.02,5999,49.0,2023,7,26,11,56,0,1,0,0.0
2751,468.24,5812,49.0,2024,4,21,3,15,0,1,0,0.0
2752,9741.0,5912,50.0,2023,5,18,20,3,0,0,1,0.0
2753,37.38,5912,24.0,2024,1,3,4,2,1,0,0,0.0
2754,882.93,5814,29.0,2023,2,9,3,38,0,1,0,0.0
2755,88.69,5999,45.0,2024,1,25,15,38,1,0,0,0.0
2756,865.59,5812,21.0,2023,11,6,6,13,1,0,0,0.0
2757,627.72,5812,32.0,2023,5,10,20,59,0,0,1,0.0
2758,899.14,5912,63.0,2024,5,3,3,1,0,1,0,0.0
2759,779.64,5812,31.0,2023,12,15,13,31,0,0,1,0.0
2760,4679.0,5999,57.0,2023,12,10,22,12,0,0,1,0.0
2761,459.67,5814,55.0,2023,11,28,15,13,1,0,0,0.0
2762,903.66,5999,70.0,2023,8,25,3,45,0,1,0,0.0
2763,627.88,5912,64.0,2024,3,4,16,39,0,1,0,0.0
2764,550.21,5912,36.0,2023,6,15,11,5,0,1,0,0.0
2765,283.23,5912,33.0,2023,9,24,19,48,0,1,0,0.0
2766,83.6,5812,46.0,2023,10,25,10,12,0,1,0,0.0
2767,414.35,5912,40.0,2023,12,18,5,4,0,1,0,0.0
2768,16648.0,5411,75.0,2023,12,25,18,43,1,0,0,0.0
2769,150.64,5912,78.0,2023,3,7,20,6,0,1,0,0.0
2770,550.31,5411,45.0,2024,1,17,17,40,1,0,0,0.0
2771,772.83,5812,23.0,2023,9,11,10,40,1,0,0,0.0
2772,810.38,5812,41.0,2023,4,8,14,5,0,0,1,0.0
2773,69.76,5411,38.0,2024,2,3,17,31,0,0,1,0.0
2774,774.91,5812,32.0,2023,10,31,5,33,0,1,0,0.0
2775,316.39,5814,62.0,2024,7,4,17,53,0,1,0,0.0
2776,79446.0,5912,20.0,2023,12,21,0,8,0,1,0,0.0
2777,379.21,5912,41.0,2024,7,1,1,14,1,0,0,0.0
2778,494.09,5812,79.0,2024,2,3,0,31,0,1,0,0.0
2779,606.97,5999,30.0,2023,7,21,23,18,0,0,1,0.0
2780,32610.0,5999,63.0,2024,2,13,9,58,0,0,1,0.0
2781,865.14,5411,54.0,2023,6,13,18,27,1,0,0,0.0
2782,469.5,5814,45.0,2023,11,9,13,57,0,0,1,0.0
2783,450.72,5999,60.0,2024,3,2,1,13,1,0,0,0.0
2784,91104.0,5411,65.0,2023,4,9,2,22,0,1,0,0.0
2785,436.57,5411,55.0,2023,11,25,5,20,0,0,1,0.0
2786,814.77,5411,59.0,2023,9,9,5,3,0,1,0,0.0
2787,994.67,5912,62.0,2023,5,19,0,44,0,0,1,0.0
2788,345.38,5999,47.0,2024,2,19,22,25,1,0,0,0.0
2789,85.54,5999,47.0,2024,3,22,10,49,0,0,1,0.0
2790,961.79,5814,42.0,2023,9,29,16,23,0,0,1,0.0
2791,37.88,5411,80.0,2024,7,1,7,42,1,0,0,0.0
2792,78537.0,5999,77.0,2023,2,6,19,53,1,0,0,0.0
2793,747.26,5999,44.0,2023,5,10,13,0,0,1,0,0.0
2794,751.97,5812,40.0,2023,3,12,14,44,0,1,0,0.0
2795,62.52,5912,75.0,2024,4,24,17,10,1,0,0,0.0
2796,149.56,5912,25.0,2024,1,30,5,22,0,0,1,0.0
2797,211.61,5812,61.0,2023,11,20,6,14,0,1,0,0.0
2798,530.84,5999,69.0,2023,9,7,7,51,1,0,0,0.0
2799,330.09,5814,29.0,2023,11,13,4,1,0,0,1,0.0
2800,8926.0,5814,67.0,2023,12,10,20,2,1,0,0,0.0
2801,114.62,5999,28.0,2024,6,2,23,2,0,0,1,0.0
2802,291.09,5814,25.0,2023,5,28,18,18,0,1,0,0.0
2803,301.35,5411,76.0,2023,2,10,8,14,0,0,1,0.0
2804,302.51,5814,31.0,2024,5,14,20,49,0,1,0,0.0
2805,69.64,5814,49.0,2024,9,5,18,3,0,1,0,0.0
2806,900.03,5912,28.0,2024,3,27,14,55,0,0,1,0.0
2807,991.82,5812,74.0,2023,11,20,23,15,0,1,0,0.0
2808,93817.0,5411,21.0,2023,10,16,18,6,0,1,0,0.0
2809,279.13,5999,27.0,2024,8,1,2,25,0,1,0,0.0
2810,505.43,5999,44.0,2023,9,7,21,2,0,1,0,0.0
2811,370.34,5814,31.0,2023,11,13,8,39,0,0,1,0.0
2812,458.6,5912,21.0,2023,6,16,14,40,1,0,0,0.0
2813,709.34,5912,57.0,2023,3,9,3,14,0,1,0,0.0
2814,472.81,5411,64.0,2023,12,30,14,10,1,0,0,0.0
2815,109.25,5812,39.0,2023,7,14,7,52,0,1,0,0.0
2816,69673.0,5411,76.0,2024,4,18,21,8,0,1,0,0.0
2817,436.69,5411,51.0,2023,7,22,20,53,1,0,0,0.0
2818,219.11,5812,45.0,2023,9,27,15,2,1,0,0,0.0
2819,593.06,5812,23.0,2023,10,9,1,4,0,0,1,0.0
2820,29936.0,5912,38.0,2024,10,3,18,49,0,1,0,0.0
2821,820.97,5411,24.0,2023,7,22,16,5,1,0,0,0.0
2822,544.22,5999,27.0,2024,3,30,17,40,0,1,0,0.0
2823,312.86,5814,62.0,2023,5,26,7,1,1,0,0,0.0
2824,32063.0,5999,59.0,2024,3,28,11,27,0,1,0,0.0
2825,403.24,5999,67.0,2023,10,26,16,26,0,1,0,0.0
2826,395.14,5912,48.0,2023,11,23,23,38,0,0,1,0.0
2827,11.02,5812,38.0,2023,11,11,9,7,1,0,0,0.0
2828,640.15,5912,63.0,2023,11,18,15,28,1,0,0,0.0
2829,650.64,5812,68.0,2023,6,9,4,13,0,0,1,0.0
2830,241.86,5812,62.0,2023,12,9,10,17,1,0,0,0.0
2831,699.62,5812,53.0,2024,2,13,19,57,0,0,1,0.0
2832,93617.0,5912,74.0,2023,8,6,10,15,1,0,0,0.0
2833,579.23,5411,70.0,2023,5,10,17,46,0,0,1,0.0
2834,101.72,5812,63.0,2024,4,23,7,55,0,0,1,0.0
2835,135.17,5912,71.0,2024,3,14,19,8,0,1,0,0.0
2836,883.64,5812,31.0,2024,1,22,14,18,0,1,0,0.0
2837,741.98,5814,74.0,2023,11,12,16,8,0,1,0,0.0
2838,441.79,5814,78.0,2024,10,1,16,26,0,1,0,0.0
2839,71.26,5814,56.0,2024,3,18,19,20,0,1,0,0.0
2840,26476.0,5814,68.0,2023,10,7,3,9,0,0,1,0.0
2841,298.54,5814,63.0,2024,9,1,3,31,0,0,1,0.0
2842,972.54,5411,45.0,2024,2,17,20,31,0,0,1,0.0
2843,184.53,5411,36.0,2023,10,10,23,47,0,1,0,0.0
2844,213.83,5812,37.0,2023,11,26,18,38,0,1,0,0.0
2845,2.94,5411,58.0,2023,11,7,16,49,0,1,0,0.0
2846,235.18,5814,39.0,2023,10,14,3,24,0,0,1,0.0
2847,48.28,5912,66.0,2023,6,29,19,27,0,0,1,0.0
2848,32434.0,5411,31.0,2023,11,12,17,14,1,0,0,0.0
2849,129.66,5812,56.0,2023,12,8,14,37,0,0,1,0.0
2850,615.11,5812,20.0,2024,8,5,12,9,0,0,1,0.0
2851,82.07,5999,38.0,2024,2,16,21,55,0,1,0,0.0
2852,517.05,5912,75.0,2024,1,5,14,28,0,1,0,0.0
2853,186.73,5814,40.0,2023,2,11,7,36,0,0,1,0.0
2854,456.58,5999,73.0,2023,7,12,9,27,0,0,1,0.0
2855,495.0,5411,25.0,2023,2,6,16,29,1,0,0,0.0
2856,74439.0,5814,60.0,2023,9,8,16,35,0,0,1,0.0
2857,409.45,5411,51.0,2023,5,9,19,29,1,0,0,0.0
2858,959.97,5812,67.0,2024,1,17,12,54,1,0,0,0.0
2859,696.01,5999,53.0,2024,3,22,10,14,1,0,0,0.0
2860,42955.0,5411,50.0,2023,8,29,21,49,1,0,0,0.0
2861,659.75,5999,54.0,2024,6,3,16,45,0,0,1,0.0
2862,442.87,5999,74.0,2023,7,12,12,47,1,0,0,0.0
2863,284.35,5411,36.0,2024,7,4,11,10,0,1,0,0.0
2864,48111.0,5999,45.0,2024,3,14,12,46,0,1,0,0.0
2865,97.8,5411,28.0,2024,12,3,11,36,1,0,0,0.0
2866,897.64,5912,21.0,2024,4,16,20,19,0,1,0,0.0
2867,888.41,5912,36.0,2023,6,22,15,52,0,0,1,0.0
2868,380.56,5814,23.0,2023,9,27,15,38,0,1,0,0.0
2869,821.8,5814,24.0,2024,4,27,23,56,0,1,0,0.0
2870,640.44,5411,42.0,2023,9,12,22,14,1,0,0,0.0
2871,737.27,5999,31.0,2023,9,16,4,23,0,1,0,0.0
2872,94436.0,5814,60.0,2023,5,7,17,43,1,0,0,0.0
2873,413.67,5411,52.0,2023,9,21,4,49,1,0,0,0.0
2874,439.15,5814,52.0,2023,6,18,16,36,1,0,0,0.0
2875,851.66,5999,70.0,2024,11,2,0,8,0,1,0,0.0
2876,511.66,5812,78.0,2023,6,29,13,11,0,0,1,0.0
2877,336.73,5912,38.0,2024,2,24,3,52,1,0,0,0.0
2878,806.93,5411,45.0,2024,9,4,17,50,1,0,0,0.0
2879,364.79,5814,69.0,2023,10,30,18,25,1,0,0,0.0
2880,69686.0,5999,40.0,2023,6,6,16,9,0,0,1,0.0
2881,668.76,5411,63.0,2023,11,25,1,2,1,0,0,0.0
2882,685.95,5411,31.0,2023,4,8,20,8,1,0,0,0.0
2883,947.79,5812,47.0,2023,9,12,12,37,0,1,0,0.0
2884,842.88,5999,74.0,2023,9,19,0,19,0,1,0,0.0
2885,725.92,5912,63.0,2023,2,8,9,11,0,0,1,0.0
2886,902.33,5812,31.0,2023,12,6,1,44,1,0,0,0.0
2887,476.32,5411,47.0,2023,5,7,3,9,1,0,0,0.0
2888,17848.0,5411,79.0,2023,10,9,4,38,0,1,0,0.0
2889,679.49,5814,55.0,2024,2,5,8,13,0,1,0,0.0
2890,442.91,5912,49.0,2024,3,17,19,39,1,0,0,0.0
2891,769.97,5999,29.0,2023,9,18,16,53,1,0,0,0.0
2892,12.91,5912,18.0,2024,5,5,6,31,1,0,0,0.0
2893,476.93,5411,80.0,2024,7,1,9,9,1,0,0,0.0
2894,560.75,5999,30.0,2023,12,6,0,12,0,0,1,0.0
2895,31.29,5999,41.0,2023,6,9,6,39,1,0,0,0.0
2896,42774.0,5812,61.0,2024,3,31,16,40,0,0,1,0.0
2897,525.96,5912,52.0,2023,12,30,0,1,0,1,0,0.0
2898,472.6,5812,19.0,2024,6,1,17,7,0,1,0,0.0
2899,361.42,5999,19.0,2024,12,5,10,45,0,1,0,0.0
2900,71299.0,5814,61.0,2023,8,28,0,33,0,1,0,0.0
2901,502.2,5814,24.0,2023,10,14,17,6,1,0,0,0.0
2902,40.32,5812,59.0,2024,2,23,9,9,0,0,1,0.0
2903,876.87,5814,60.0,2023,10,23,12,46,1,0,0,0.0
2904,65549.0,5912,47.0,2023,10,26,19,59,1,0,0,0.0
2905,217.41,5912,21.0,2023,10,18,15,13,0,1,0,0.0
2906,878.94,5411,45.0,2024,12,2,14,5,1,0,0,0.0
2907,926.38,5814,80.0,2024,3,28,17,8,1,0,0,0.0
2908,271.14,5411,36.0,2024,3,29,5,11,1,0,0,0.0
2909,389.59,5411,69.0,2023,10,23,19,45,1,0,0,0.0
2910,985.76,5999,26.0,2023,7,22,9,43,0,1,0,0.0
2911,470.15,5812,79.0,2024,8,3,15,27,1,0,0,0.0
2912,56078.0,5912,29.0,2023,6,26,1,9,0,1,0,0.0
2913,234.89,5814,29.0,2023,9,27,9,49,1,0,0,0.0
2914,7.9,5999,68.0,2024,4,2,14,33,1,0,0,0.0
2915,74.1,5812,70.0,2023,11,8,11,18,1,0,0,0.0
2916,616.92,5999,72.0,2023,4,6,21,15,0,0,1,0.0
2917,32.36,5411,68.0,2023,9,24,17,13,0,0,1,0.0
2918,83.37,5912,33.0,2023,3,7,5,46,1,0,0,0.0
2919,255.71,5814,71.0,2023,8,12,9,38,1,0,0,0.0
2920,37757.0,5999,50.0,2023,6,23,10,32,0,1,0,0.0
2921,709.09,5999,29.0,2023,4,7,9,7,0,0,1,0.0
2922,205.75,5812,54.0,2024,4,30,13,10,0,1,0,0.0
2923,15.28,5411,31.0,2023,12,20,12,8,0,0,1,0.0
2924,923.74,5912,22.0,2023,10,24,10,7,0,0,1,0.0
2925,316.34,5999,55.0,2023,12,8,10,54,0,0,1,0.0
2926,996.07,5912,41.0,2023,12,15,18,51,0,0,1,0.0
2927,785.34,5814,20.0,2024,1,28,20,12,1,0,0,0.0
2928,94884.0,5912,30.0,2024,5,15,16,12,0,1,0,0.0
2929,257.69,5411,30.0,2023,7,28,4,16,0,0,1,0.0
2930,999.82,5812,33.0,2023,11,29,19,21,0,1,0,0.0
2931,502.27,5814,39.0,2023,6,15,23,56,1,0,0,0.0
2932,696.83,5814,27.0,2023,3,10,10,11,0,1,0,0.0
2933,707.8,5999,31.0,2023,7,26,16,46,0,1,0,0.0
2934,349.75,5912,79.0,2024,4,16,18,43,0,0,1,0.0
2935,904.05,5411,56.0,2023,6,21,12,29,0,0,1,0.0
2936,90379.0,5912,54.0,2024,8,5,9,24,0,1,0,0.0
2937,159.69,5812,25.0,2023,11,29,13,47,0,0,1,0.0
2938,129.1,5812,61.0,2023,10,26,20,31,1,0,0,0.0
2939,369.7,5999,31.0,2023,9,17,6,8,0,1,0,0.0
2940,66670.0,5814,77.0,2023,5,11,16,20,0,1,0,0.0
2941,702.9,5812,78.0,2023,12,10,21,41,1,0,0,0.0
2942,490.03,5814,39.0,2023,9,20,12,6,1,0,0,0.0
2943,406.88,5411,39.0,2023,7,12,23,10,0,0,1,0.0
2944,69075.0,5411,31.0,2023,8,12,21,47,0,1,0,0.0
2945,504.74,5814,69.0,2024,4,27,10,20,1,0,0,0.0
2946,705.15,5999,22.0,2024,5,14,6,42,0,0,1,0.0
2947,599.85,5999,62.0,2023,1,10,9,24,1,0,0,0.0
2948,948.99,5812,23.0,2024,1,22,14,7,1,0,0,0.0
2949,251.93,5812,43.0,2023,6,30,21,25,1,0,0,0.0
2950,148.21,5411,58.0,2024,10,4,8,1,1,0,0,0.0
2951,884.82,5814,43.0,2023,10,25,23,16,0,0,1,0.0
2952,25057.0,5999,60.0,2024,5,2,3,42,1,0,0,0.0
2953,242.09,5814,69.0,2024,5,15,18,52,0,0,1,0.0
2954,735.11,5814,25.0,2024,12,1,1,6,1,0,0,0.0
2955,214.79,5812,57.0,2023,9,27,23,42,0,1,0,0.0
2956,221.46,5912,27.0,2023,10,8,19,54,0,0,1,0.0
2957,122.74,5999,67.0,2024,1,15,0,51,1,0,0,0.0
2958,26.55,5912,61.0,2023,12,22,19,7,0,1,0,0.0
2959,751.77,5912,47.0,2023,8,25,16,30,0,1,0,0.0
2960,72522.0,5411,51.0,2024,3,29,14,14,1,0,0,0.0
2961,566.0,5812,31.0,2023,7,24,9,15,1,0,0,0.0
2962,488.35,5814,63.0,2023,5,20,22,33,0,0,1,0.0
2963,474.1,5411,64.0,2023,11,17,19,16,1,0,0,0.0
2964,87.85,5411,80.0,2023,8,22,20,27,0,0,1,0.0
2965,84.3,5912,57.0,2023,12,30,13,41,1,0,0,0.0
2966,667.55,5814,21.0,2023,3,11,19,59,0,0,1,0.0
2967,868.96,5999,33.0,2024,10,2,0,48,0,1,0,0.0
2968,51422.0,5912,55.0,2023,12,7,22,26,0,1,0,0.0
2969,494.47,5912,56.0,2023,7,26,2,28,0,0,1,0.0
2970,91.97,5812,28.0,2024,3,5,4,17,0,1,0,0.0
2971,96.7,5814,29.0,2023,7,8,1,35,0,1,0,0.0
2972,241.22,5411,41.0,2023,10,21,13,0,0,1,0,0.0
2973,46.46,5812,25.0,2023,2,12,5,13,1,0,0,0.0
2974,833.91,5812,57.0,2024,3,14,6,10,0,0,1,0.0
2975,98.59,5912,49.0,2023,7,20,10,35,1,0,0,0.0
2976,7901.0,5411,62.0,2023,8,10,10,52,0,0,1,0.0
2977,11.78,5912,27.0,2023,12,24,12,39,0,1,0,0.0
2978,47.54,5812,60.0,2023,5,12,23,25,0,0,1,0.0
2979,283.75,5999,59.0,2023,6,22,12,21,0,1,0,0.0
2980,66443.0,5411,19.0,2024,11,5,0,17,0,0,1,0.0
2981,187.72,5912,42.0,2024,4,3,8,43,1,0,0,0.0
2982,679.95,5411,65.0,2023,7,17,10,18,1,0,0,0.0
2983,84.59,5814,31.0,2023,10,31,3,14,1,0,0,0.0
2984,47131.0,5814,71.0,2023,12,18,11,49,1,0,0,0.0
2985,322.61,5411,23.0,2023,9,9,16,44,0,1,0,0.0
2986,455.11,5999,80.0,2023,9,15,18,21,0,1,0,0.0
2987,548.95,5999,19.0,2023,11,19,19,55,0,0,1,0.0
2988,131.31,5814,24.0,2024,9,4,10,13,0,1,0,0.0
2989,256.36,5912,75.0,2023,12,16,20,55,1,0,0,0.0
2990,73.92,5999,56.0,2024,1,28,4,34,1,0,0,0.0
2991,638.4,5814,72.0,2023,10,21,19,41,0,1,0,0.0
2992,17407.0,5999,43.0,2023,12,31,18,36,0,0,1,0.0
2993,164.36,5814,71.0,2023,8,21,22,29,1,0,0,0.0
2994,308.6,5814,52.0,2023,10,11,11,49,0,1,0,0.0
2995,130.12,5999,43.0,2023,11,21,20,11,0,1,0,0.0
2996,568.68,5411,46.0,2023,7,17,9,48,1,0,0,0.0
2997,932.05,5912,73.0,2023,9,13,9,0,0,1,0,0.0
2998,665.82,5999,18.0,2023,6,27,7,14,0,0,1,0.0
2999,306.03,5999,73.0,2023,10,20,3,21,1,0,0,0.0
3000,27729.0,5814,63.0,2024,1,13,15,28,0,1,0,0.0
3001,619.78,5812,31.0,2023,9,9,9,35,0,0,1,0.0
3002,631.14,5411,72.0,2024,3,3,7,26,1,0,0,0.0
3003,246.6,5411,25.0,2023,8,12,19,38,0,0,1,0.0
3004,375.02,5812,34.0,2023,8,31,13,57,0,1,0,0.0
3005,401.75,5999,53.0,2023,11,22,1,15,0,1,0,0.0
3006,379.19,5999,25.0,2023,6,14,17,3,0,1,0,0.0
3007,123.89,5912,35.0,2023,9,14,20,44,0,0,1,0.0
3008,16282.0,5999,69.0,2024,2,20,1,17,1,0,0,0.0
3009,62.09,5814,69.0,2023,8,29,1,53,1,0,0,0.0
3010,797.14,5812,72.0,2023,10,22,6,33,1,0,0,0.0
3011,917.48,5812,21.0,2023,8,29,21,30,1,0,0,0.0
3012,260.82,5812,22.0,2023,5,22,8,25,0,0,1,0.0
3013,535.54,5912,78.0,2024,5,2,7,43,1,0,0,0.0
3014,987.8,5411,76.0,2024,1,18,6,24,0,0,1,0.0
3015,598.12,5411,42.0,2023,12,8,2,4,0,1,0,0.0
3016,14305.0,5814,46.0,2024,3,19,8,53,1,0,0,0.0
3017,103.27,5812,38.0,2023,10,27,15,50,0,1,0,0.0
3018,165.89,5999,52.0,2023,10,16,17,54,0,0,1,0.0
3019,618.27,5912,50.0,2024,3,13,10,43,0,1,0,0.0
3020,27184.0,5812,75.0,2023,8,29,10,30,0,0,1,0.0
3021,16.85,5814,64.0,2023,5,22,2,58,0,1,0,0.0
3022,605.64,5999,24.0,2023,9,10,2,0,0,1,0,0.0
3023,570.23,5812,39.0,2024,12,1,2,21,0,0,1,0.0
3024,58687.0,5912,19.0,2023,12,15,5,50,1,0,0,0.0
3025,87.99,5411,50.0,2024,5,13,16,23,0,1,0,0.0
3026,663.62,5912,37.0,2023,2,10,9,54,0,1,0,0.0
3027,875.61,5814,53.0,2023,8,23,15,39,0,0,1,0.0
3028,805.63,5812,72.0,2024,4,20,6,46,1,0,0,0.0
3029,621.54,5999,61.0,2023,6,25,5,44,1,0,0,0.0
3030,786.75,5912,49.0,2023,12,27,6,37,0,0,1,0.0
3031,1.92,5999,34.0,2024,6,5,12,35,1,0,0,0.0
3032,73578.0,5814,32.0,2024,8,3,6,5,0,1,0,0.0
3033,676.04,5999,73.0,2023,8,10,4,10,1,0,0,0.0
3034,334.38,5999,36.0,2024,1,27,9,51,0,1,0,0.0
3035,77.15,5999,56.0,2023,6,20,9,42,0,0,1,0.0
3036,449.37,5999,29.0,2024,9,1,1,43,1,0,0,0.0
3037,659.35,5999,20.0,2023,10,7,20,49,0,1,0,0.0
3038,481.48,5912,21.0,2024,2,14,2,10,0,1,0,0.0
3039,250.55,5912,21.0,2023,6,8,11,53,0,0,1,0.0
3040,8518.0,5912,76.0,2024,6,1,1,18,0,0,1,0.0
3041,806.12,5814,30.0,2024,5,15,13,17,0,0,1,0.0
3042,372.09,5812,70.0,2024,7,4,7,41,0,0,1,0.0
3043,192.95,5812,30.0,2023,5,7,13,42,0,1,0,0.0
3044,15.19,5912,36.0,2023,8,14,3,31,1,0,0,0.0
3045,746.6,5814,37.0,2023,10,27,11,42,1,0,0,0.0
3046,661.24,5912,62.0,2024,12,5,2,32,0,1,0,0.0
3047,168.56,5411,28.0,2023,8,13,21,47,0,0,1,0.0
3048,15544.0,5912,34.0,2023,10,10,3,6,0,1,0,0.0
3049,31.14,5411,79.0,2024,4,29,23,30,0,1,0,0.0
3050,376.37,5411,65.0,2024,12,4,15,13,1,0,0,0.0
3051,759.01,5814,75.0,2023,11,11,18,1,0,0,1,0.0
3052,58.24,5814,60.0,2024,1,1,15,50,1,0,0,0.0
3053,828.83,5912,33.0,2024,2,24,14,10,0,0,1,0.0
3054,13.56,5912,55.0,2024,6,5,1,51,0,0,1,0.0
3055,490.4,5999,39.0,2023,7,17,5,14,1,0,0,0.0
3056,8990.0,5814,41.0,2023,7,20,0,32,0,0,1,0.0
3057,859.74,5912,53.0,2024,3,30,11,12,0,1,0,0.0
3058,421.16,5812,42.0,2023,8,19,13,40,1,0,0,0.0
3059,342.29,5814,38.0,2023,6,13,23,29,0,0,1,0.0
3060,68143.0,5812,26.0,2023,7,7,23,44,1,0,0,0.0
3061,373.82,5999,43.0,2024,4,28,19,5,0,0,1,0.0
3062,162.87,5411,34.0,2023,2,11,19,47,1,0,0,0.0
3063,181.25,5814,70.0,2023,11,21,18,38,1,0,0,0.0
3064,63189.0,5411,26.0,2023,8,24,1,15,1,0,0,0.0
3065,244.47,5411,71.0,2023,5,8,14,14,0,0,1,0.0
3066,812.49,5411,44.0,2024,11,4,6,33,0,1,0,0.0
3067,800.59,5411,69.0,2023,11,28,10,0,0,1,0,0.0
3068,217.87,5812,48.0,2024,8,5,7,48,0,1,0,0.0
3069,207.81,5814,26.0,2024,4,21,12,47,1,0,0,0.0
3070,116.82,5999,62.0,2023,3,7,13,29,0,1,0,0.0
3071,966.62,5411,53.0,2024,3,21,23,26,0,1,0,0.0
3072,44204.0,5812,43.0,2023,6,17,10,58,1,0,0,0.0
3073,336.95,5812,30.0,2023,9,9,22,19,0,0,1,0.0
3074,219.49,5812,60.0,2023,5,26,20,15,0,0,1,0.0
3075,452.18,5411,55.0,2024,5,17,7,23,0,1,0,0.0
3076,849.37,5999,36.0,2023,6,23,4,45,0,0,1,0.0
3077,799.52,5999,79.0,2023,5,27,4,49,0,0,1,0.0
3078,442.28,5912,35.0,2023,8,17,4,14,0,1,0,0.0
3079,408.8,5814,46.0,2023,8,23,16,16,1,0,0,0.0
3080,74182.0,5912,24.0,2024,1,25,20,55,0,0,1,0.0
3081,343.92,5814,19.0,2023,8,22,1,41,0,0,1,0.0
3082,697.74,5999,40.0,2023,6,13,17,0,0,0,1,0.0
3083,35.3,5999,49.0,2023,11,15,9,55,1,0,0,0.0
3084,669.27,5411,75.0,2023,6,23,6,35,0,0,1,0.0
3085,396.62,5912,45.0,2024,2,13,20,44,1,0,0,0.0
3086,200.14,5912,32.0,2023,8,12,5,45,1,0,0,0.0
3087,478.84,5814,34.0,2024,1,1,6,25,1,0,0,0.0
3088,23848.0,5912,75.0,2024,8,3,4,16,0,0,1,0.0
3089,755.3,5999,79.0,2023,8,29,21,52,0,0,1,0.0
3090,849.99,5814,31.0,2023,4,9,1,48,0,1,0,0.0
3091,423.0,5912,26.0,2023,9,26,16,34,1,0,0,0.0
3092,686.73,5999,38.0,2024,3,14,6,17,1,0,0,0.0
3093,779.8,5912,25.0,2023,9,22,15,58,0,0,1,0.0
