Transaction ID,Transaction Amount,Transaction Date,Merchant Name,MCC,Customer ID,Customer Age,Customer Gender,Customer Location,Transaction Type,Device Info,IP Address,Transaction Currency,Transaction Frequency,Fraudulent
4f77b4bb-3ab0-404a-b741-b3f74eb9f221,369.49,09-10-2023 13:34,Munoz-Moore,5814,45a386b4-e66a-4add-be74-0d02b3840b80,80,Female,South Johnhaven,Debit,Opera/9.83.(X11; Linux i686; hak-TW) Presto/2.9.187 Version/11.00,1.182.32.199,GBP,27,0
3aea2768-7920-4c80-ac01-2c2ae289deca,276.95,23-01-2024 14:03,Smith-Keller,5812,3b057edb-e4b7-4aae-99a1-e96189e0035b,62,Male,Rachelhaven,Online Transfer,"Mozilla/5.0 (Linux; Android 3.2.6) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/38.0.878.0 Safari/534.1",222.70.53.95,USD,23,0
d760499e-1a45-49bc-b6c1-c29b2b01e4a5,3029,17-02-2024 01:32,"King, Dunn and Combs",5812,07833869-9239-4653-8bdd-5a7d8224a0fa,22,Female,Port Donstad,Debit,Mozilla/5.0 (Android 4.0; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,108.25.59.135,EUR,10,0
1f966711-bf5a-4a91-8533-9ff95f4c0c5f,485.07,23-07-2023 11:21,Moore Ltd,5912,c11b14ef-92be-45a8-b964-fb4757ebc198,73,Male,Roberthaven,Debit,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.28.1 (KHTML, like Gecko) Version/5.0.1 Safari/531.28.1",201.156.32.183,GBP,13,0
6837a648-7206-4c73-ac92-69f263dc03ac,479.59,03-01-2024 23:27,Young PLC,5411,e963298e-de24-4c4b-bd83-ec5a96f24005,31,Male,South Michelle,Debit,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/17.1s1237.0 Mobile/27F328 Safari/535.2",103.195.64.88,EUR,14,0
1e688613-8554-4e25-9039-d7550624e440,210.83,12-08-2023 13:49,"Cameron, Barrett and Cox",5999,54c3dff7-4f36-4540-8529-16c184a99e7a,77,Female,East Christinaville,Online Transfer,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/61.0.847.0 Safari/534.2",64.192.5.133,USD,12,0
ac27ac67-f35f-4996-9d90-2143a59a6555,489.47,23-06-2023 10:20,"Joyce, Mcknight and White",5999,e83d40d9-10b9-4d77-8dbf-8f17a72de904,38,Female,Port Johnnyhaven,Online Transfer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/19.0.831.0 Safari/535.0",208.119.234.124,GBP,11,0
79a95740-8cf2-4d0f-a498-f8a20bc458d5,758.14,25-09-2023 02:03,Hall-White,5812,3d647754-56a6-4d66-8410-281651397b02,31,Male,West Scottside,Debit,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.1),54.240.153.25,GBP,19,0
6190f3a5-b943-4e99-ba3c-60beee2417cd,311.74,13-06-2023 13:35,Orr-Williams,5999,c4bf5e66-21f8-42a1-a3f2-f6b59f518187,23,Male,North Eugeneview,Online Transfer,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.1),146.101.3.44,USD,1,0
a11de090-5888-44fb-b5a3-a2e5dc82b9af,128.01,07-09-2023 15:12,Berry PLC,5999,91c42fa0-fddb-4073-bbc8-b3aaa203630f,80,Male,Stanleyshire,Credit,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.0),143.194.29.143,USD,24,0
a8136cec-4a6d-4f69-a01a-262c76701d2b,17235,06-03-2024 20:16,Perez Group,5814,67158435-b6cc-4650-946a-09b263d67f9d,54,Female,West Allen,Online Transfer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mni-IN) AppleWebKit/531.40.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.40.6",34.45.179.62,USD,29,0
75f308ac-e086-4e79-946d-4a7d35d5a24f,840.58,04-12-2023 03:02,Harrell Ltd,5411,d47acc45-d46a-47a6-af65-4f4d63ad02cb,29,Male,Haydenside,Online Transfer,Opera/8.58.(Windows NT 4.0; ms-MY) Presto/2.9.184 Version/12.00,177.109.50.133,EUR,3,0
dd814699-3c16-4bc3-ad58-3d1f0c9fa785,196.58,30-01-2024 15:59,Thomas LLC,5411,b30d5dce-9249-459c-a27e-6bfcb6417760,78,Male,Washingtonfort,Credit,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_0 rv:4.0; ik-CA) AppleWebKit/532.28.1 (KHTML, like Gecko) Version/5.1 Safari/532.28.1",47.157.210.214,USD,2,0
ca41a24e-49f0-4efb-87a2-31b8a3fe0ca4,190.62,05-08-2023 22:18,Adams-Cook,5814,6b660060-fd5d-40d4-b374-3d43b51dd26d,36,Male,South Kaylabury,Credit,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.23.1 (KHTML, like Gecko) Version/4.1 Safari/532.23.1",73.44.100.18,EUR,11,0
56fc26ff-6a3f-461f-8140-cda507b55a28,60017,26-10-2023 11:54,Reed Group,5912,fefdc6d0-e200-49f3-9e3f-4b8ba2005f1e,33,Female,West John,Credit,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/4463-04-11 00:11:59 Firefox/3.8,132.67.114.33,EUR,29,0
32590e7b-551b-4873-ab5a-a6cf821c1ee0,341.9,17-12-2023 05:35,Lloyd-Morris,5411,55f627bb-4803-4a8f-98cc-306e89b4c0a5,44,Female,North Mary,Online Transfer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; si-LK) AppleWebKit/535.37.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.37.4",172.24.49.37,USD,3,0
ec3deb4b-15f9-4815-b7c4-c98dd3dd7a42,23.88,07-08-2023 05:47,Hayes and Sons,5411,d5e6277f-2ca1-4618-bd1d-a4cf6fcb53da,76,Female,Lake Tiffany,Online Transfer,Mozilla/5.0 (Android 2.0.1; Mobile; rv:20.0) Gecko/20.0 Firefox/20.0,62.9.138.154,EUR,28,0
b5ac78b0-7667-4f75-b0ef-ec716e75af97,134.86,05-03-2024 00:22,Church-Taylor,5411,fce22235-7402-4493-aacd-93d01d0517b9,43,Male,Johnsonbury,Credit,Opera/9.56.(Windows NT 5.2; ln-CD) Presto/2.9.162 Version/11.00,128.164.51.66,GBP,8,0
900a22ee-31bc-42b3-8af8-907ee9c7599f,46783,19-04-2024 23:33,Bentley-Little,5912,efe6941f-00f4-4917-932e-ac4e227357f6,71,Female,Barnesberg,Debit,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/54.0.809.0 Mobile/07J097 Safari/534.2",63.23.135.75,USD,25,0
cb026f44-b419-462b-bad0-2c8fc5e59ffb,631.8,22-11-2023 03:11,Garcia-Wilson,5912,e3a362f6-d881-4a06-9430-28fbd9f61045,54,Male,Port Jennifer,Online Transfer,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1),199.23.121.254,USD,24,0
a9a0a5b6-5c54-42fd-8576-7fc7a303827a,345.92,09-12-2023 15:03,Pierce-Johnson,5812,5d272764-46f0-46e7-99b9-a28134c82fcf,26,Female,Floresfurt,Credit,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.1),36.155.118.153,USD,26,0
03778733-990a-4048-b32b-16c6b101da0e,551.72,03-03-2024 04:55,Brown LLC,5912,11f40278-49ff-49c7-866c-0d3261924145,21,Male,South Biancachester,Debit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9; rv:1.9.2.20) Gecko/9978-10-21 05:51:17 Firefox/3.6.6,92.32.50.210,USD,19,0
638c1f0f-f82e-41ec-ad13-6121d141a861,735.28,25-01-2024 09:52,Brooks-Erickson,5814,b1047e5f-3b71-485c-8ef1-4d6240451878,69,Male,Jamesside,Online Transfer,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/51.0.899.0 Mobile/28Q647 Safari/536.0",138.156.58.191,EUR,7,0
7be375ec-0e8b-42a7-a4f9-8f5a97b7e518,145.6,15-11-2023 09:20,"Ball, Alvarez and Rodriguez",5814,b20c7226-9109-43e6-a5ed-1d775e1f6bc6,23,Female,Lake Jamie,Credit,Opera/8.83.(X11; Linux x86_64; he-IL) Presto/2.9.161 Version/11.00,108.143.17.63,USD,21,0
c1a7c142-23dd-4da5-a2e6-63453299dd26,16.92,02-08-2023 08:11,"Perez, Johnson and Haney",5912,3d720239-8dc5-447e-a14c-70dde6f71f97,20,Female,Benjaminside,Online Transfer,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/17.4v9437.0 Mobile/71B123 Safari/535.2",215.16.64.149,USD,28,0
221346c8-d6d2-44ea-bc1d-8de120f12ff2,531.31,11-03-2024 14:43,Calhoun and Sons,5999,6120bfa6-7863-4cc8-bc17-a11d158e23f9,46,Female,Schmidtberg,Credit,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.0),92.251.213.125,EUR,19,0
6422f413-447c-48f5-97ac-98cb318267c3,60579,01-05-2024 02:17,Taylor LLC,5912,8b10a0bf-677d-4b44-aff2-23428809cc96,60,Male,New Shaneview,Credit,Mozilla/5.0 (Windows NT 6.0; lb-LU; rv:1.9.0.20) Gecko/7243-02-21 01:26:40 Firefox/12.0,68.103.48.184,GBP,27,0
3c7f3a7e-6b69-4bb8-9368-836e98d4e4f2,885.16,13-08-2023 22:57,Curry PLC,5812,f71ea15d-8174-406a-8b82-21daf9562f23,71,Male,Levybury,Debit,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.32.4 (KHTML, like Gecko) Version/4.0 Safari/531.32.4",201.64.90.154,USD,21,0
ee58e72c-0efd-44b0-9906-5d3a2d88d240,665.74,24-02-2024 14:41,Carrillo Group,5912,b6396ee3-a641-485e-b4cf-58043140a72d,75,Male,East Josephhaven,Online Transfer,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4; rv:1.9.2.20) Gecko/3571-08-16 05:45:10 Firefox/11.0,169.130.83.110,GBP,11,0
58900aac-12d4-46e0-b456-d9fac7e68262,856.98,30-03-2024 12:21,Davis Inc,5999,5714d8a1-d2b3-47c7-9fea-59b10b2e4fa4,55,Female,Gloriaview,Online Transfer,Mozilla/5.0 (Android 3.2.6; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,158.107.15.114,USD,13,0
c146b0e0-fad1-480f-90e1-f72036011084,950.79,22-09-2023 14:39,Reese-Steele,5999,493cf9ef-4bea-4399-b14b-70d39c911528,36,Female,Martinfort,Debit,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/39.0.853.0 Safari/533.0",11.176.142.7,GBP,15,0
0e352a85-531b-4b29-8ffd-e99838854a15,474.76,18-01-2024 18:23,Webb and Sons,5411,42706f9f-ac6e-4b52-86e6-880b504d0355,70,Female,Bradfordport,Online Transfer,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),35.254.44.0,USD,21,0
225598df-9a69-4273-94bb-af7b246fe1ac,814.88,09-12-2023 10:47,House-Scott,5999,4f9f329b-55a6-484d-9f54-162036faaac0,65,Female,Wandafurt,Credit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6 rv:6.0; fur-IT) AppleWebKit/535.10.7 (KHTML, like Gecko) Version/5.1 Safari/535.10.7",130.68.66.0,EUR,11,0
23124f0c-a9eb-431a-b2a8-4aa37c0227cc,593.41,29-03-2024 08:41,Woodard-Sutton,5812,2bf4943e-b091-49e3-bafc-c9cae3096527,41,Male,Lake Jose,Debit,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_9) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/16.0.830.0 Safari/534.2",70.74.224.43,GBP,7,0
74e1d6d1-b8db-4365-8040-404f5a17001e,51030,20-07-2023 16:37,"Nelson, Yang and Atkins",5411,1879f314-5716-422e-b61f-4c0287dc3b8d,66,Male,Hubbardburgh,Online Transfer,Opera/8.88.(X11; Linux x86_64; uk-UA) Presto/2.9.182 Version/10.00,67.188.115.55,USD,28,0
30fdbc08-f1fd-468e-a213-fa66951f0c34,502.88,03-10-2023 22:30,Benson-Trujillo,5999,ffe30ee0-5c0e-4c87-9945-a3f4f7dade52,78,Female,Westhaven,Credit,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4 rv:3.0; lt-LT) AppleWebKit/534.21.3 (KHTML, like Gecko) Version/5.0.1 Safari/534.21.3",215.0.139.31,EUR,24,0
7b873c91-0dae-4679-bf19-2e64f538956f,335.39,05-02-2024 05:16,Sanders Ltd,5411,f07f0282-147d-4600-98a9-5842d52fdd54,32,Female,Jonport,Online Transfer,"Mozilla/5.0 (Linux; Android 1.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/13.0.879.0 Safari/533.2",11.146.250.146,USD,9,0
6ed42c8e-73b8-48e1-8a22-70e886082511,529.86,30-12-2023 18:34,Sheppard-Abbott,5912,f12e06dd-5afb-454d-9e05-224d5abbe80c,33,Male,Huertamouth,Debit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; en-CA) AppleWebKit/534.29.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.29.5",174.10.158.144,GBP,26,0
6ceef90e-3c87-4e5a-91c5-381fb366b49e,784.5,10-11-2023 12:26,"Anderson, Allison and Mathews",5411,64703080-48c8-4c4b-8dac-4fc5e466c626,23,Female,South Carl,Online Transfer,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.1),3.29.214.74,EUR,12,0
103688e2-0eb7-4412-b600-8b68cb8ea5bb,173.38,28-02-2024 17:10,Hunt-Johnson,5814,3a63e621-f2c3-41bc-b5e3-2f0d567d828b,27,Male,South Caseystad,Online Transfer,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0),39.84.254.158,EUR,12,0
b9d3fe0b-380c-4229-bce5-ff08f8a7170a,306,09-10-2023 21:01,Torres LLC,5999,5e86e4e4-6eb8-48b3-ab6b-a678999491aa,28,Female,Port Lisafort,Credit,Opera/9.37.(Windows NT 10.0; bhb-IN) Presto/2.9.164 Version/11.00,70.64.18.57,EUR,20,0
0eed6102-984a-4b49-b675-9de96dffecb8,568.16,01-07-2023 05:08,King-Estes,5999,46bfdbc8-ca99-4801-8a7b-32cb46da4ba0,67,Female,Lake Courtneyfurt,Credit,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/18.0.852.0 Safari/531.1",116.43.235.3,GBP,6,0
63fc16d9-7f06-44a5-a533-79c844258c60,25040,05-03-2024 13:04,"King, Wang and King",5999,290687c8-e2a2-4a18-8f96-2a26c3387ed5,80,Male,Ramirezmouth,Credit,Opera/8.70.(Windows NT 5.1; my-MM) Presto/2.9.184 Version/12.00,50.71.68.98,USD,23,0
9ee40163-8c42-4212-b87e-6cb5756b1db8,197.34,27-05-2023 13:40,Chandler-Martinez,5814,fbf79326-3b22-4110-bf98-68a6759767f0,53,Male,Port Taylorfort,Debit,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.1),177.146.136.75,EUR,26,0
3b3059b0-f2d7-43a8-a0ab-d09078c52014,105.22,27-08-2023 19:29,Hernandez LLC,5814,274dfcbb-8742-4787-905a-5fa78a1039bf,38,Female,Carlshire,Credit,Opera/9.51.(X11; Linux x86_64; de-DE) Presto/2.9.163 Version/10.00,37.61.98.148,EUR,6,0
74fa53fe-40ea-4363-99eb-17a306c56f16,485.07,30-10-2023 14:04,"Hatfield, Ballard and Hendrix",5814,cbf1e66d-5688-481e-8bcb-38b6c7e0cbc5,77,Female,Leonbury,Online Transfer,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.1),17.186.20.218,GBP,1,0
b46536f3-4f84-4520-980b-cd1a16d11420,925.25,01-04-2024 15:29,Chase Ltd,5814,4c811e11-96b9-4ae3-911a-7ed843fb7901,57,Male,Sheachester,Debit,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.1),193.50.30.227,GBP,23,0
12726b2a-c370-4577-a8ef-687e1c4b2018,710.89,11-06-2023 13:38,Sanchez-Hawkins,5814,4b1563c6-3c35-4eaa-b9aa-eb9407071cd1,44,Female,Hessside,Online Transfer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; bem-ZM) AppleWebKit/533.7.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.7.2",189.198.128.5,GBP,15,0
90fda943-0a58-4bd4-88f0-cad855a11943,289.28,11-11-2023 08:55,Chapman and Sons,5912,69174c4c-a776-4280-b1aa-f4056eceb312,18,Female,New Lindseyview,Online Transfer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.0),156.28.71.92,GBP,18,0
0d53dc5b-861c-45e0-9043-538152d9406e,831.36,04-10-2023 01:21,"Smith, Gonzalez and Reyes",5814,d564b5e7-93a4-4e44-b899-6fcdabb3c3d9,23,Male,Chadberg,Online Transfer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.0),132.199.233.66,GBP,17,0
8f83dce2-e68b-4502-8162-4ffde9a174ce,71071,28-02-2024 17:30,Hogan-Morgan,5814,e6ef28e6-5f18-4e8f-aead-9af6e7d53e99,56,Male,Port Vincent,Credit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/37.0.894.0 Safari/531.2",111.155.9.221,USD,21,0
e139feb3-46c9-41aa-988c-67d0ce8acbf9,430.01,11-10-2023 05:20,Hansen Inc,5814,b2647791-f565-45ef-84bd-2d265ef276a3,57,Male,Jessicahaven,Online Transfer,Mozilla/5.0 (Windows NT 6.1; mhr-RU; rv:1.9.2.20) Gecko/4744-01-31 22:02:03 Firefox/6.0,212.153.135.45,GBP,14,0
9918a87f-09e7-4e7b-9c1d-02c657001346,19.72,13-03-2024 06:44,Conley Inc,5814,2de2246c-b40c-4705-b91e-9646e4ba0499,37,Female,Pricehaven,Online Transfer,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/53.0.876.0 Safari/535.2",44.119.146.19,GBP,28,0
be92f7e0-6023-4962-a347-73b7abf0a8b1,102.75,01-05-2024 04:37,Poole-Vega,5912,fea4f34e-7164-47e4-a7ff-fe7c1a4c8a90,69,Male,New Katherine,Debit,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/3914-08-10 04:36:28 Firefox/3.6.10,13.126.228.233,GBP,15,0
e5b1a25d-47f8-4962-8668-3bfa56a2e403,11215,04-12-2023 09:26,Martin Inc,5814,e9569d8c-308a-4e1f-abea-975045c99bf4,67,Male,South Eric,Credit,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.1),3.16.111.252,EUR,15,0
368c3dd5-cc45-4f41-9cc2-069d8afc8fed,486.5,10-07-2023 14:33,"Mendez, Hill and Taylor",5999,4ad65015-7575-4cec-868a-931bde45da07,37,Female,Powellmouth,Credit,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7 rv:5.0; es-NI) AppleWebKit/533.21.7 (KHTML, like Gecko) Version/5.0.1 Safari/533.21.7",151.242.78.50,GBP,17,0
a96aa7b1-5295-450b-b222-2420e9af5e8b,653.97,14-03-2024 10:40,Mclean and Sons,5912,773d9f42-e44d-4762-bfbb-f37a2692b2bb,20,Male,Laurashire,Online Transfer,Mozilla/5.0 (Windows NT 5.1; tcy-IN; rv:1.9.1.20) Gecko/5788-12-23 01:08:21 Firefox/5.0,128.90.105.130,EUR,17,0
d67c5ac8-19c0-4e35-b3d6-0623455bb311,713.93,02-10-2023 13:13,Sexton Ltd,5999,0439fdc1-b9d7-4930-9800-20b47a6217f3,39,Male,Jamesfort,Online Transfer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ve-ZA) AppleWebKit/531.14.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.14.2",156.100.224.81,GBP,6,0
acf95c83-d04e-4078-acda-462b33ed4b63,73278,07-11-2023 11:22,Rivas-Armstrong,5999,05fb893e-d267-4a15-a469-82f35aab4878,70,Female,North Jeremiah,Debit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ve-ZA) AppleWebKit/532.31.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.31.3",195.216.175.83,USD,27,0
c6eaf40a-2f48-4cdd-b46c-fa3b5ff9dfa6,460.66,12-03-2024 16:04,Mcintyre-Vincent,5999,6670bec9-4c56-4529-ab59-5df1cc469d5e,61,Male,Randybury,Online Transfer,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.18.4 (KHTML, like Gecko) Version/5.1 Safari/534.18.4",14.185.241.110,USD,5,0
0fcbba92-9ac0-4692-abfe-455a43116235,575.05,28-12-2023 02:19,Fowler Group,5912,17bd75e9-58d6-48fa-9a20-bdca4b69a09d,52,Female,East Christyhaven,Online Transfer,Opera/8.35.(X11; Linux i686; af-ZA) Presto/2.9.175 Version/10.00,155.24.246.182,GBP,15,0
b0f804ab-9d6d-4d6b-ad34-9d0534d40585,944.22,14-04-2024 14:07,Schmidt-Kennedy,5814,a6cf4b89-69aa-46d9-b3f8-3da89b5779e1,38,Male,Port Sheilastad,Credit,Opera/8.57.(Windows NT 5.0; gv-GB) Presto/2.9.179 Version/11.00,153.195.144.249,GBP,14,0
5a5f1d3a-e289-4847-82a7-6b39f3253fca,445.72,16-09-2023 06:16,"Jones, Foster and Hale",5812,5fc7b77f-4bb7-436a-9ca0-2e29f5b6fb7d,40,Male,Port Cody,Credit,Opera/8.12.(X11; Linux i686; be-BY) Presto/2.9.172 Version/12.00,60.104.0.116,EUR,23,0
01330493-29f1-40db-885e-06dd991daae3,368.65,09-06-2023 22:12,Sims-Mendez,5814,80f5be3b-a7e3-458d-9890-3f27e0fab3b9,63,Female,North Brian,Debit,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/47.0.895.0 Safari/531.0",123.66.41.228,EUR,16,0
b80baeeb-247d-464e-958d-7eb484dd1de5,455,15-09-2023 03:00,Cortez-Cohen,5812,8f513a39-0549-4075-bc98-23dbd1afc2d6,52,Male,Melissaberg,Credit,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.0),106.233.133.60,USD,18,0
fc9302ba-18a4-4e65-a110-0fd3a429df2a,231.25,11-01-2024 23:19,Robinson-Ross,5814,77637725-387c-42ef-82c8-23c12d062f4a,70,Male,Port Rachel,Debit,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/42.0.861.0 Mobile/82C238 Safari/533.1",222.95.97.27,GBP,22,0
82a1cb45-22dc-4d54-899f-0026aeafaeba,86390,05-02-2024 20:34,Watkins LLC,5999,a0de0894-a19e-49aa-9348-7bec45f1e0b0,32,Female,Maytown,Credit,Mozilla/5.0 (Android 5.1.1; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,158.184.95.215,GBP,22,0
b3d98435-d144-4d1d-a39d-3d5d896ba32f,182.29,12-09-2023 17:36,Hernandez-Murphy,5912,efee70f0-98d3-4a29-bc67-a2b51d7beaf8,33,Female,Deborahchester,Online Transfer,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.6.3 (KHTML, like Gecko) Version/5.0.4 Safari/534.6.3",32.112.250.250,EUR,10,0
fd837883-19b2-457a-b6a4-a8e323d29676,142.35,02-07-2023 06:23,Simpson-Leon,5999,d05fae52-886e-442b-b697-e5be33759156,73,Female,North Carolynmouth,Credit,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_0 rv:4.0; ve-ZA) AppleWebKit/534.2.6 (KHTML, like Gecko) Version/4.0 Safari/534.2.6",33.36.198.118,GBP,21,0
acc48269-9078-441d-97c5-acb844ec0079,89.37,04-11-2023 10:19,"Newman, Barnes and Leblanc",5812,6f6b04d7-237e-44b3-8180-ec9e44e01cc1,61,Male,East Benjaminhaven,Debit,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/58.0.851.0 Safari/533.0",177.103.168.147,USD,16,0
089f5916-fd20-4164-9fa1-de8524de11d0,264.59,17-04-2024 17:25,Hendrix-Henry,5812,6fe3d3ac-9abd-42b3-b32f-b0e57149aed0,38,Male,West Jennaport,Credit,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_5; rv:1.9.5.20) Gecko/4929-09-04 09:28:53 Firefox/3.6.4,114.18.158.129,USD,12,0
fcdeee99-a2fa-4b6f-82ef-52c33118a225,86.24,14-06-2023 19:43,"Navarro, Mckenzie and Kennedy",5912,92df4223-8a11-4612-b35b-5740d18fba60,76,Female,Andersonside,Debit,"Mozilla/5.0 (Linux; Android 2.3.5) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/38.0.885.0 Safari/536.2",4.171.203.23,GBP,24,0
0fa011ab-41a1-4d20-affa-e65164435262,687.46,12-09-2023 14:09,Johnson-Adams,5812,26b97198-e0f9-45ed-bc5b-a046ed64a2f6,21,Male,Nicholasville,Online Transfer,Opera/8.61.(Windows NT 6.2; bs-BA) Presto/2.9.183 Version/10.00,42.45.169.118,GBP,25,0
e61042ad-4efd-49a2-b596-e0e650ab4c32,690.33,28-09-2023 11:41,Newton and Sons,5812,95edc4f2-147f-4215-98cd-9ddc854039b8,46,Female,Gracehaven,Online Transfer,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/14.0.830.0 Safari/534.2",64.139.104.215,EUR,15,0
6247637e-e173-4083-bbed-0ced3a16ddfa,60720,09-01-2024 23:08,"Cohen, Alvarez and Morgan",5812,82097c4d-32b6-4dac-94d3-14c0c7f959d8,19,Male,East Lauren,Credit,Mozilla/5.0 (Windows NT 5.1; mn-MN; rv:1.9.0.20) Gecko/3669-12-15 12:13:09 Firefox/3.8,121.123.121.155,GBP,19,0
1f195240-bc2c-4a78-9d5c-eae4142c94c2,199.13,02-06-2023 17:42,"Cain, Harris and Carter",5814,2c13a215-fce8-4ca4-b339-dcde72599a1d,35,Male,Evansstad,Debit,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.49.1 (KHTML, like Gecko) Version/5.0.5 Safari/531.49.1",189.205.72.31,USD,18,0
da678a74-4ee1-40dd-b769-77c901286fab,443.47,18-06-2023 21:34,"Nolan, Smith and Vasquez",5999,30b57f5f-634e-4f2a-8008-92039b6491b4,31,Female,Jasonmouth,Debit,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/3060-03-14 01:44:49 Firefox/3.8,41.220.10.8,USD,8,0
